id,word,meaning,pos,level,dictionaryType,created_at,,,
2176,방학,vacation,명사,A,koen,,,,
2177,방해,disturbance,명사,C,koen,,,,
2178,방해하다,interrupt,동사,C,koen,,,,
2179,방향,direction,명사,B,koen,,,,
2180,밭,field,명사,B,koen,,,,
2181,배,ship,명사,A,koen,,,,
2182,배,ship,명사,A,koen,,,,
2183,배,ship,명사,A,koen,,,,
2184,배,ship,명사,C,koen,,,,
2185,배경,background,명사,B,koen,,,,
2186,배고프다,hungry,형용사,A,koen,,,,
2187,배구,volleyball,명사,B,koen,,,,
2188,배꼽,navel,명사,B,koen,,,,
2189,배다,conceive,동사,C,koen,,,,
2190,배달,delivery,명사,B,koen,,,,
2191,배드민턴,badminton,명사,B,koen,,,,
2192,배부르다,I'm full,형용사,A,koen,,,,
2193,배우,actor,명사,B,koen,,,,
2194,배우다,learn,동사,A,koen,,,,
2195,배우자,spouse,명사,C,koen,,,,
2196,배추,napa cabbage,명사,B,koen,,,,
2197,배추김치,cabbage kimchi,명사,C,koen,,,,
2198,배치,arrangement,명사,C,koen,,,,
2199,백,hundred,수사,A,koen,,,,
2200,백,hundred,관형사,A,koen,,,,
2201,백두산,Mount Baekdu,고유 명사,C,koen,,,,
2202,백색,white,명사,C,koen,,,,
2203,백성,People,명사,C,koen,,,,
2204,백인,white,명사,C,koen,,,,
2205,백제,Baekje,고유 명사,C,koen,,,,
2206,백화점,department store,명사,A,koen,,,,
2207,뱀,snake,명사,B,koen,,,,
2208,뱃사람,seafarer,명사,C,koen,,,,
2209,뱉다,disgorge,동사,C,koen,,,,
2210,버려지다,be abandoned,동사,C,koen,,,,
2211,버릇,habit,명사,B,koen,,,,
2212,버리다,throw away,동사,B,koen,,,,
2213,버리다,throw away,보조 용언,A,koen,,,,
2214,버섯,mushroom,명사,B,koen,,,,
2215,버스,bus,명사,A,koen,,,,
2216,버터,butter,명사,B,koen,,,,
2217,버튼,Button,명사,B,koen,,,,
2218,버티다,withstand,동사,C,koen,,,,
2219,번,th,의존 명사,A,koen,,,,
2220,번개,lightning,명사,C,koen,,,,
2221,번거롭다,It's a hassle,형용사,C,koen,,,,
2222,번역,translation,명사,B,koen,,,,
2223,번역하다,Translate,동사,C,koen,,,,
2224,번지,Bungee,명사,C,koen,,,,
2225,번째,Second,의존 명사,B,koen,,,,
2226,번호,number,명사,A,koen,,,,
2227,벌,punishment,의존 명사,C,koen,,,,
2228,벌,punishment,명사,C,koen,,,,
2229,벌,punishment,명사,C,koen,,,,
2230,벌금,fine,명사,C,koen,,,,
2231,벌다,earn,동사,B,koen,,,,
2232,벌떡,Suddenly,부사,C,koen,,,,
2233,벌레,worm,명사,B,koen,,,,
2234,벌리다,be profitable,동사,B,koen,,,,
2235,벌써,already,부사,A,koen,,,,
2236,벌어지다,happen,동사,C,koen,,,,
2237,벌어지다,happen,동사,B,koen,,,,
2238,벌이다,Earn,동사,B,koen,,,,
2239,범위,range,명사,C,koen,,,,
2240,범인,criminal,명사,C,koen,,,,
2241,범죄,crime,명사,C,koen,,,,
2242,법,law,명사,B,koen,,,,
2243,법,law,의존 명사,B,koen,,,,
2244,법률,law,명사,C,koen,,,,
2245,법원,courthouse,명사,C,koen,,,,
2246,법적,Legal,명사,C,koen,,,,
2247,법칙,rule,명사,C,koen,,,,
2248,벗기다,peel,동사,B,koen,,,,
2249,벗다,lay off,동사,A,koen,,,,
2250,베개,pillow,명사,B,koen,,,,
2251,베다,mow,동사,C,koen,,,,
2252,베이징(북경),Beijing,고유 명사,B,koen,,,,
2253,벤치,bench,명사,C,koen,,,,
2254,벨트,belt,명사,B,koen,,,,
2255,벼,rice,명사,C,koen,,,,
2256,벽,wall,명사,B,koen,,,,
2257,변경,change,명사,C,koen,,,,
2258,변동,change,명사,C,koen,,,,
2259,변명,excuse,명사,C,koen,,,,
2260,변신,Transformation,명사,C,koen,,,,
2261,변하다,change,동사,B,koen,,,,
2262,변호사,lawyer,명사,B,koen,,,,
2263,변화,change,명사,B,koen,,,,
2264,변화되다,Change,동사,C,koen,,,,
2265,변화하다,change,동사,B,koen,,,,
2266,별,star,명사,A,koen,,,,
2267,별,star,관형사,B,koen,,,,
2268,별다르다,It's different,형용사,C,koen,,,,
2269,별도,Separate,명사,C,koen,,,,
2270,별로,not really,부사,B,koen,,,,
2271,별명,alias,명사,C,koen,,,,
2272,별일,Something strange,명사,C,koen,,,,
2273,병,party,명사,A,koen,,,,
2274,병,party,명사,A,koen,,,,
2275,병들다,get sick,동사,B,koen,,,,
2276,병실,ward,명사,C,koen,,,,
2277,병아리,chick,명사,C,koen,,,,
2278,병원,hospital,명사,A,koen,,,,
2279,보고,report,명사,B,koen,,,,
2280,보고서,report,명사,B,koen,,,,
2281,보고하다,Report,동사,C,koen,,,,
2282,보관,custody,명사,C,koen,,,,
2283,보관하다,keep,동사,B,koen,,,,
2284,보내다,let go,동사,A,koen,,,,
2285,보내오다,Send,동사,C,koen,,,,
2286,보너스,bonus,명사,C,koen,,,,
2287,보다,see,보조 용언,A,koen,,,,
2288,보다,see,동사,A,koen,,,,
2289,보다,see,부사,A,koen,,,,
2290,보도,sidewalk,명사,C,koen,,,,
2291,보도되다,be reported,동사,C,koen,,,,
2292,보도하다,Report,동사,C,koen,,,,
2293,보라색,purple,명사,C,koen,,,,
2294,보람,worth,명사,B,koen,,,,
2295,보름,Full moon,명사,C,koen,,,,
2296,보리,barley,명사,C,koen,,,,
2297,보살피다,take care of,동사,C,koen,,,,
2298,보상,compensation,명사,C,koen,,,,
2299,보수,repair,명사,C,koen,,,,
2300,보수,repair,명사,C,koen,,,,
2301,보수적,conservative,명사,C,koen,,,,
2302,보안,security,명사,C,koen,,,,
2303,보완하다,complement,동사,C,koen,,,,
2304,보이다,show,동사,B,koen,,,,
2305,보이다,show,동사,B,koen,,,,
2306,보자기,Bojagi (wrapping cloth),명사,C,koen,,,,
2307,보장,guarantee,명사,C,koen,,,,
2308,보장되다,guaranteed,동사,C,koen,,,,
2309,보장하다,guarantee,동사,C,koen,,,,
2310,보전,integrity,명사,C,koen,,,,
2311,보조,assistance,명사,C,koen,,,,
2312,보존,preservation,명사,C,koen,,,,
2313,보존하다,preserve,동사,C,koen,,,,
2314,보충하다,supplement,동사,C,koen,,,,
2315,보통,commonly,부사,B,koen,,,,
2316,보통,commonly,명사,A,koen,,,,
2317,보편적,universal,명사,C,koen,,,,
2318,보험,insurance,명사,B,koen,,,,
2319,보호,protect,명사,B,koen,,,,
2320,보호되다,be protected,동사,C,koen,,,,
2321,보호하다,protect,동사,C,koen,,,,
2322,복,luck,명사,C,koen,,,,
2323,복도,corridor,명사,B,koen,,,,
2324,복사,copy,명사,B,koen,,,,
2325,복사기,duplicator,명사,C,koen,,,,
2326,복사하다,Copy,동사,B,koen,,,,
2327,복숭아,peach,명사,C,koen,,,,
2328,복습,Review,명사,B,koen,,,,
2329,복습하다,Review,동사,B,koen,,,,
2330,복잡하다,complicated,형용사,A,koen,,,,
2331,볶다,tease,동사,B,koen,,,,
2332,볶음,Stir-fried,명사,C,koen,,,,
2333,볶음밥,fried rice,명사,B,koen,,,,
2334,본,copy,관형사,C,koen,,,,
2335,본격적,Full-fledged,명사,C,koen,,,,
2336,본래,originally,명사,B,koen,,,,
2337,본부,headquarters,명사,C,koen,,,,
2338,본사,head office,명사,C,koen,,,,
2339,본성,original nature,명사,C,koen,,,,
2340,본인,principal,명사,C,koen,,,,
2341,본질,essence,명사,C,koen,,,,
2342,볼,cheek,명사,C,koen,,,,
2343,볼링,bowling,명사,C,koen,,,,
2344,볼일,Business,명사,B,koen,,,,
2345,볼펜,ball-point pen,명사,A,koen,,,,
2346,봄,spring,명사,A,koen,,,,
2347,봉사,service,명사,C,koen,,,,
2348,봉사하다,Serve,동사,C,koen,,,,
2349,봉지,paperbag,명사,B,koen,,,,
2350,봉투,envelope,명사,B,koen,,,,
2351,뵈다,See,동사,B,koen,,,,
2352,뵈다,See,동사,B,koen,,,,
2353,뵙다,See you,동사,B,koen,,,,
2354,부,wealth,의존 명사,B,koen,,,,
2355,부,wealth,명사,C,koen,,,,
2356,부,wealth,명사,C,koen,,,,
2357,부근,vicinity,명사,B,koen,,,,
2358,부끄러움,shame,명사,B,koen,,,,
2359,부끄럽다,I'm embarrassed,형용사,B,koen,,,,
2360,부담,burden,명사,C,koen,,,,
2361,부담하다,burden,동사,C,koen,,,,
2362,부대,bag,명사,C,koen,,,,
2363,부동산,real estate,명사,B,koen,,,,
2364,부드럽다,Soft,형용사,B,koen,,,,
2365,부딪치다,bump into,동사,B,koen,,,,
2366,부딪히다,bump into,동사,C,koen,,,,
2367,부러워하다,Envy,동사,B,koen,,,,
2368,부러지다,break,동사,C,koen,,,,
2369,부럽다,i envy you,형용사,B,koen,,,,
2370,부르다,call,동사,A,koen,,,,
2371,부르다,call,형용사,B,koen,,,,
2372,부모,parents,명사,A,koen,,,,
2373,부모님,parents,명사,A,koen,,,,
2374,부문,sector,명사,C,koen,,,,
2375,부부,married couple,명사,A,koen,,,,
2376,부분,part time job,명사,B,koen,,,,
2377,부분적,Partial,명사,C,koen,,,,
2378,부산,busan,고유 명사,A,koen,,,,
2379,부상,Injury,명사,C,koen,,,,
2380,부서,department,명사,C,koen,,,,
2381,부서지다,break,동사,C,koen,,,,
2382,부엌,kitchen,명사,A,koen,,,,
2383,부위,region,명사,C,koen,,,,
2384,부인,ma'am,명사,A,koen,,,,
2385,부인,ma'am,명사,C,koen,,,,
2386,부자,the rich,명사,B,koen,,,,
2387,부작용,side effect,명사,B,koen,,,,
2388,부잣집,rich family,명사,B,koen,,,,
2389,부장,Manager,명사,B,koen,,,,
2390,부재,absence,명사,C,koen,,,,
2391,부정,negative,명사,C,koen,,,,
2392,부정적,Negative,명사,C,koen,,,,
2393,부정하다,Deny,동사,C,koen,,,,
2394,부족,shortage,명사,B,koen,,,,
2395,부족,shortage,명사,B,koen,,,,
2396,부족하다,lack,형용사,B,koen,,,,
2397,부지런하다,diligent,형용사,B,koen,,,,
2398,부지런히,industriously,부사,C,koen,,,,
2399,부채,fan,명사,C,koen,,,,
2400,부처,Buddha,명사,B,koen,,,,
2401,부치다,send,동사,B,koen,,,,
2402,부친,Father,명사,C,koen,,,,
2403,부탁,ask,명사,B,koen,,,,
2404,부탁하다,Please,동사,B,koen,,,,
2405,부품,part,명사,C,koen,,,,
2406,부피,volume,명사,C,koen,,,,
2407,부회장,Vice President,명사,C,koen,,,,
2408,북,north,명사,B,koen,,,,
2409,북부,North,명사,C,koen,,,,
2410,북쪽,north,명사,A,koen,,,,
2411,북한,North Korea,고유 명사,B,koen,,,,
2412,분,minute,의존 명사,A,koen,,,,
2413,분,minute,의존 명사,A,koen,,,,
2414,분노,anger,명사,C,koen,,,,
2415,분량,quantity,명사,C,koen,,,,
2416,분리,separation,명사,C,koen,,,,
2417,분리되다,Separate,동사,C,koen,,,,
2418,분리하다,Separate,동사,C,koen,,,,
2419,분명,Clearly,부사,B,koen,,,,
2420,분명하다,It's clear,형용사,C,koen,,,,
2421,분명해지다,Become clear,동사,C,koen,,,,
2422,분명히,clearly,부사,B,koen,,,,
2423,분석,analyze,명사,C,koen,,,,
2424,분석하다,Analyze,동사,B,koen,,,,
2425,분야,field,명사,C,koen,,,,
2426,분위기,atmosphere,명사,B,koen,,,,
2427,분주하다,Busy,형용사,C,koen,,,,
2428,분포하다,distribute,동사,C,koen,,,,
2429,분필,chalk,명사,C,koen,,,,
2430,분홍색,pink,명사,C,koen,,,,
2431,불,fire,명사,A,koen,,,,
2432,불가능하다,It's impossible,형용사,B,koen,,,,
2433,불가피하다,It's inevitable,형용사,C,koen,,,,
2434,불고기,Bulgogi,명사,A,koen,,,,
2435,불과,Fire,부사,C,koen,,,,
2436,불과하다,It's just,형용사,C,koen,,,,
2437,불교,buddhism,명사,B,koen,,,,
2438,불구하다,Despite,동사,C,koen,,,,
2439,불꽃,flame,명사,B,koen,,,,
2440,불다,blow,동사,A,koen,,,,
2441,불러일으키다,arouse,동사,C,koen,,,,
2442,불리다,Called,동사,B,koen,,,,
2443,불리다,Called,동사,C,koen,,,,
2444,불리하다,disadvantageous,형용사,C,koen,,,,
2445,불만,dissatisfaction,명사,B,koen,,,,
2446,불법,injustice,명사,C,koen,,,,
2447,불법,injustice,명사,C,koen,,,,
2448,불빛,fire,명사,B,koen,,,,
2449,불쌍하다,Poor thing,형용사,B,koen,,,,
2450,불안,unrest,명사,B,koen,,,,
2451,불안하다,I'm anxious,형용사,B,koen,,,,
2452,불어오다,blow in,동사,C,koen,,,,
2453,불완전하다,It's imperfect,형용사,C,koen,,,,
2454,불이익,disadvantage,명사,C,koen,,,,
2455,불편,inconvenience,명사,C,koen,,,,
2456,불편하다,inconvenient,형용사,B,koen,,,,
2457,불평,complaint,명사,C,koen,,,,
2458,불평등하다,Unequal,형용사,C,koen,,,,
2459,불필요하다,It's unnecessary,형용사,C,koen,,,,
2460,불행,misfortune,명사,C,koen,,,,
2461,불행하다,Unhappy,형용사,B,koen,,,,
2462,불확실하다,It's uncertain,형용사,C,koen,,,,
2463,붉다,red,형용사,B,koen,,,,
2464,붐비다,bustle,동사,C,koen,,,,
2465,붓다,pour,동사,C,koen,,,,
2466,붓다,pour,동사,B,koen,,,,
2467,붙다,pass,동사,B,koen,,,,
2468,붙들다,arrest,동사,C,koen,,,,
2469,붙이다,attach,동사,B,koen,,,,
2470,붙잡다,seize,동사,C,koen,,,,
2471,붙잡히다,Get caught,동사,C,koen,,,,
2472,브랜드,Brand,명사,C,koen,,,,
2473,블라우스,blouse,명사,B,koen,,,,
2474,비,rain,명사,A,koen,,,,
2475,비,rain,명사,C,koen,,,,
2476,비교,comparison,명사,B,koen,,,,
2477,비교적,comparative,부사,B,koen,,,,
2478,비교하다,compare,동사,B,koen,,,,
2479,비극,tragedy,명사,C,koen,,,,
2480,비기다,compare to,동사,C,koen,,,,
2481,비난,blame,명사,C,koen,,,,
2482,비누,soap,명사,A,koen,,,,
2483,비닐,vinyl,명사,B,koen,,,,
2484,비닐봉지,plastic bag,명사,B,koen,,,,
2485,비다,be empty,동사,C,koen,,,,
2486,비둘기,pigeon,명사,C,koen,,,,
2487,비디오,video,명사,A,koen,,,,
2488,비로소,for the first time,부사,C,koen,,,,
2489,비롯되다,originate,동사,C,koen,,,,
2490,비롯하다,Begin,동사,C,koen,,,,
2491,비만,obesity,명사,C,koen,,,,
2492,비명,scream,명사,C,koen,,,,
2493,비밀,secret,명사,B,koen,,,,
2494,비바람,rainstorm,명사,C,koen,,,,
2495,비비다,mix,동사,C,koen,,,,
2496,비빔밥,Bibimbap,명사,A,koen,,,,
2497,비상,Emergency,명사,C,koen,,,,
2498,비서,secretary,명사,B,koen,,,,
2499,비슷하다,similar,형용사,A,koen,,,,
2500,비싸다,expensive,형용사,A,koen,,,,
2501,비용,expense,명사,B,koen,,,,
2502,비우다,vacate,동사,C,koen,,,,
2503,비웃다,scoff,동사,C,koen,,,,
2504,비율,ratio,명사,C,koen,,,,
2505,비중,specific gravity,명사,C,koen,,,,
2506,비추다,irradiate,동사,C,koen,,,,
2507,비치다,hint,동사,C,koen,,,,
2508,비키다,Get out of the way,동사,B,koen,,,,
2509,비타민,vitamin,명사,B,koen,,,,
2510,비판,criticism,명사,C,koen,,,,
2511,비판적,Critical,명사,C,koen,,,,
2512,비판하다,criticize,동사,B,koen,,,,
2513,비하다,Rain,동사,C,koen,,,,
2514,비행,flight,명사,C,koen,,,,
2515,비행,flight,명사,C,koen,,,,
2516,비행기,airplane,명사,A,koen,,,,
2517,비행장,airfield,명사,C,koen,,,,
2518,빌다,pray,동사,B,koen,,,,
2519,빌딩,building,명사,B,koen,,,,
2520,빌리다,borrow,동사,B,koen,,,,
2521,빗,comb,명사,B,koen,,,,
2522,빗물,rainwater,명사,B,koen,,,,
2523,빗방울,raindrop,명사,C,koen,,,,
2524,빗줄기,raindrops,명사,C,koen,,,,
2525,빚,debt,명사,C,koen,,,,
2526,빛,light,명사,B,koen,,,,
2527,빛깔,color,명사,C,koen,,,,
2528,빛나다,kindle,동사,C,koen,,,,
2529,빠뜨리다,Miss out,동사,C,koen,,,,
2530,빠르다,fast,형용사,A,koen,,,,
2531,빠져나가다,get out,동사,C,koen,,,,
2532,빠져나오다,Get out,동사,C,koen,,,,
2533,빠지다,fall,동사,B,koen,,,,
2534,빠지다,fall,동사,B,koen,,,,
2535,빨간색,red,명사,A,koen,,,,
2536,빨갛다,It's red,형용사,B,koen,,,,
2537,빨다,suck,동사,C,koen,,,,
2538,빨다,suck,동사,B,koen,,,,
2539,빨래,wash,명사,B,koen,,,,
2540,빨리,hurry,부사,A,koen,,,,
2541,빵,bread,명사,A,koen,,,,
2542,빼놓다,Leave out,동사,C,koen,,,,
2543,빼다,remove,동사,B,koen,,,,
2544,빼앗기다,be taken away,동사,C,koen,,,,
2545,빼앗다,usurp,동사,C,koen,,,,
2546,뺏다,Take away,동사,C,koen,,,,
2547,뺨,cheek,명사,B,koen,,,,
2548,뻔하다,It's obvious,보조 용언,C,koen,,,,
2549,뻔하다,It's obvious,형용사,C,koen,,,,
2550,뻗다,stretch,동사,B,koen,,,,
2551,뼈,bone,명사,B,koen,,,,
2552,뽑다,pull out,동사,B,koen,,,,
2553,뽑히다,be chosen,동사,C,koen,,,,
2554,뿌리,root,명사,B,koen,,,,
2555,뿌리다,sow,동사,B,koen,,,,
2556,뿌리치다,To shake off,동사,C,koen,,,,
2557,뿐,only,의존 명사,B,koen,,,,
2558,사,buy,수사,A,koen,,,,
2559,사건,case,명사,C,koen,,,,
2560,사계절,Four seasons,명사,B,koen,,,,
2561,사고,accident,명사,B,koen,,,,
2562,사고,accident,명사,C,koen,,,,
2563,사과,apologize,명사,A,koen,,,,
2564,사과,apologize,명사,C,koen,,,,
2565,사과하다,apologize,동사,B,koen,,,,
2566,사귀다,make friends with,동사,C,koen,,,,
2567,사기,fraud,명사,C,koen,,,,
2568,사나이,man,명사,C,koen,,,,
2569,사냥,hunt,명사,C,koen,,,,
2570,사다,buy,동사,A,koen,,,,
2571,사들이다,buy,동사,C,koen,,,,
2572,사라지다,disappear,동사,B,koen,,,,
2573,사람,person,명사,A,koen,,,,
2574,사랑,love,명사,A,koen,,,,
2575,사랑스럽다,Lovely,형용사,B,koen,,,,
2576,사랑하다,Love,동사,A,koen,,,,
2577,사례,example,명사,C,koen,,,,
2578,사립,private,명사,C,koen,,,,
2579,사망,dying,명사,C,koen,,,,
2580,사망하다,die,동사,C,koen,,,,
2581,사모님,Madam,명사,B,koen,,,,
2582,사무,affairs,명사,B,koen,,,,
2583,사무소,office,명사,C,koen,,,,
2584,사무실,office,명사,A,koen,,,,
2585,사무직,Office work,명사,C,koen,,,,
2586,사물,objects,명사,B,koen,,,,
2587,사방,All sides,명사,C,koen,,,,
2588,사상,thought,명사,C,koen,,,,
2589,사생활,private life,명사,C,koen,,,,
2590,사설,editorial,명사,C,koen,,,,
2591,사소하다,It's trivial,형용사,C,koen,,,,
2592,사슴,deer,명사,C,koen,,,,
2593,사실,actually,명사,B,koen,,,,
2594,사실,actually,부사,B,koen,,,,
2595,사실상,virtually,부사,C,koen,,,,
2596,사십,forty,수사,A,koen,,,,
2597,사업,business,명사,B,koen,,,,
2598,사업가,businessman,명사,C,koen,,,,
2599,사업자,Business owner,명사,C,koen,,,,
2600,사용,use,명사,B,koen,,,,
2601,사용되다,be used,동사,B,koen,,,,
2602,사용자,user,명사,B,koen,,,,
2603,사용하다,use,동사,A,koen,,,,
2604,사원,mosque,명사,B,koen,,,,
2605,사월,April,명사,A,koen,,,,
2606,사위,deceit,명사,B,koen,,,,
2607,사이,between,명사,A,koen,,,,
2608,사이사이,Between,명사,C,koen,,,,
2609,사이좋다,We're on good terms,형용사,B,koen,,,,
2610,사자,lion,명사,B,koen,,,,
2611,사장,President,명사,A,koen,,,,
2612,사전,dictionary,명사,C,koen,,,,
2613,사전,dictionary,명사,A,koen,,,,
2614,사정,circumstances,명사,C,koen,,,,
2615,사진,picture,명사,A,koen,,,,
2616,사진기,camera,명사,B,koen,,,,
2617,사촌,cousin,명사,B,koen,,,,
2618,사춘기,puberty,명사,C,koen,,,,
2619,사탕,candy,명사,A,koen,,,,
2620,사투리,dialect,명사,C,koen,,,,
2621,사표,resignation,명사,C,koen,,,,
2622,사회,society,명사,B,koen,,,,
2623,사회생활,social life,명사,C,koen,,,,
2624,사회자,moderator,명사,C,koen,,,,
2625,사회적,social,명사,B,koen,,,,
2626,사회주의,socialism,명사,C,koen,,,,
2627,사회학,sociology,명사,C,koen,,,,
2628,사흘,three days,명사,B,koen,,,,
2629,산,mountain,명사,A,koen,,,,
2630,산길,mountain path,명사,C,koen,,,,
2631,산부인과,obstetrics and gynecology,명사,C,koen,,,,
2632,산소,oxygen,명사,B,koen,,,,
2633,산속,In the mountains,명사,B,koen,,,,
2634,산업,industry,명사,C,koen,,,,
2635,산책,walk,명사,A,koen,,,,
2636,살,fat,명사,B,koen,,,,
2637,살,fat,의존 명사,A,koen,,,,
2638,살다,live,동사,A,koen,,,,
2639,살리다,let out,동사,B,koen,,,,
2640,살림,livelihood,명사,C,koen,,,,
2641,살아가다,Live on,동사,C,koen,,,,
2642,살아나다,Come back to life,동사,C,koen,,,,
2643,살아남다,survive,동사,C,koen,,,,
2644,살아오다,Survive,동사,C,koen,,,,
2645,살인,murder,명사,C,koen,,,,
2646,살짝,on the sly,부사,B,koen,,,,
2647,살펴보다,Take a look,동사,B,koen,,,,
2648,살피다,watch,동사,C,koen,,,,
2649,삶,life,명사,C,koen,,,,
2650,삶다,boil,동사,B,koen,,,,
2651,삼,three,수사,A,koen,,,,
2652,삼가다,forbear,동사,C,koen,,,,
2653,삼계탕,Samgyetang,명사,C,koen,,,,
2654,삼국,Three Kingdoms,명사,C,koen,,,,
2655,삼다,make,동사,C,koen,,,,
2656,삼십,thirty,수사,A,koen,,,,
2657,삼월,March,명사,A,koen,,,,
2658,삼촌,uncle,명사,B,koen,,,,
2659,삼키다,gulp down,동사,C,koen,,,,
2660,상,award,명사,C,koen,,,,
2661,상,award,명사,C,koen,,,,
2662,상,award,명사,C,koen,,,,
2663,상,award,명사,B,koen,,,,
2664,상관,concern,명사,C,koen,,,,
2665,상관없다,It doesn't matter,형용사,C,koen,,,,
2666,상관없이,Regardless,부사,C,koen,,,,
2667,상금,prize money,명사,C,koen,,,,
2668,상담,counsel,명사,C,koen,,,,
2669,상당,considerable,명사,C,koen,,,,
2670,상당수,A significant number,명사,C,koen,,,,
2671,상당하다,It's considerable,형용사,C,koen,,,,
2672,상당히,considerably,부사,C,koen,,,,
2673,상대,opponent,명사,B,koen,,,,
2674,상대방,Opponent,명사,B,koen,,,,
2675,상대성,relativity,명사,C,koen,,,,
2676,상대적,relative,명사,C,koen,,,,
2677,상대편,Opponent,명사,C,koen,,,,
2678,상류,upper class,명사,C,koen,,,,
2679,상반기,First half,명사,C,koen,,,,
2680,상상,imagination,명사,B,koen,,,,
2681,상상력,imagination,명사,C,koen,,,,
